ID_PRO;ID_CLAS;ID_UN_MED;DESCRICAO;OBSERVACAO;ESTOQUE_MIN;PERECIVEL;QTD_EMBALAGEM
5095;227;1;CORDÃO PARALELO;;1;-1;1
5096;227;1;JARRA 2L VERDE CITRICO;;1;-1;1
5097;227;1;JARRA PRÁTICA 1,6 LTS;;1;-1;1
5098;227;1;VENTILADOR NEW DELTA LGHT 3 PA;;1;-1;1
5099;227;1;PLUG BP TOM 2P 180M/F;;1;-1;1
5100;227;1;JARRA PS AIRPOT FLANDREZ DEC. 1,8 LT;;1;-1;1
5101;227;1;GARFO L STAR 17021 TAUMER VERDE;;1;-1;1
5102;227;1;GARFO STAR 17021 TAUMER LARANJA;;1;-1;1
5103;227;1;COLHER L STAR 17022 TAUMER VERDE;;1;-1;1
5104;227;1;FACA L STAR 17020 TAUMER VERDE;;1;-1;1
5105;227;1;RECIPIENTE TERMOPLASTICO;;1;-1;1
5106;227;1;FACA L STAR 17020 TAUMER LARANJA;;1;-1;1
5107;154;1;BATERIIA MOURA 95AMP;;1;-1;1
5108;154;1;BOMBA D'AGUA 140772;;1;-1;1
5109;154;1;OLEO LUBRIF SHELL HELIX ALTA KM 25W60;;1;-1;1
5110;154;1;BOMBA TUDORT34MPE;;1;-1;1
5111;154;1;BATERIA TUDOR T34MPE;;1;-1;1
5112;204;1;FITA ISOLANTE SCOTCH 33+19MMX20M;;1;-1;1
5113;204;1;RELÊ FOTOCELULA;;1;-1;1
5114;204;1;BRAÇO BLOIR A FOGO P/ILUM PÚBLICA;;1;-1;1
5115;204;1;LUMINÁRIA PÚBLICA LL 101;;1;-1;1
5116;204;1;LUMINÁRIA PÚBLICA LL 101;;1;-1;1
5117;204;1;BASE P/ RELE FOTOELET 220V PLAST;;1;-1;1
5118;204;1;LAMPADA MEL 26W 220V;;1;-1;1
5119;204;1;PARAFUSO MAQ CABEÇA QUAD 16X300;;1;-1;1
5120;154;1;PNEU 7.00/16 CT52 10PR;;1;-1;1
5121;273;1;GALÃO GLILOZATO;;1;-1;1
5122;273;1;MANGUEIRA C/ 20 M;;1;-1;1
5123;273;1;TORNEIRA JARDIM;;1;-1;1
5124;273;1;CIMENTO 50 KG;;1;-1;1
5125;273;1;LUVAS;;1;-1;1
5126;273;1;MASCARA;;1;-1;1
5127;273;1;A.B. OUVIDO;;1;-1;1
5128;273;1;CORDA;;1;-1;1
5129;273;1;FOICE;;1;-1;1
5130;140;1;BOLA X 300 FORCE FUTSAL;;1;-1;1
5131;140;1;TROFEU VITÓRIA 29501;;1;-1;1
5132;140;1;TROFEU VITÓRIA PREMIUM 24532;;1;-1;1
5133;133;1;CAMISAS EM MALHA CACHANEL;;1;-1;1
5134;154;1;PNEU 7.50/16 TD 500 10PR;;1;-1;1
5135;154;1;CAMARA 16L 430;;1;-1;1
5136;273;1;MASSA ACRÍLICA DELANIL 18L BRANCO;;1;-1;1
5137;273;1;CORALIT FOSCO 3,6L VERDE ESCOLAR;;1;-1;1
5138;273;1;EXTENSÃO MACHO/FÊMEA C/ PROTEÇÃO 7678;;1;-1;1
5139;273;1;BRITA Nº 0;;1;-1;1
5140;273;1;BRITA Nº 1;;1;-1;1
5141;263;1;GERMYRATH 5 LITROS;;1;-1;1
5142;206;1;PNEU 175/70 R13;;1;-1;1
5143;206;16;PNEU 175/65 R14 C. SPIDER;;1;-1;1
5144;206;16;VALVULA 414 P/ PNEU S/C;;1;-1;1
5145;206;16;SUPORTE CENTRAL ESCP. UNO/PREMIO 85;;1;-1;1
5146;206;16;OLEO MOBIL SUPER HP SM 20W/50 1LIT;;1;-1;1
5147;206;16;FILTRO DE OLEO PSL 560 GOL, PARATI 1.0 A;;1;-1;1
5148;206;16;ABRAÇADEIRA PLÁSTICA T-50 L 39CM PRETA;;1;-1;1
5149;206;16;OLEO ESSO GEAR OIL GP 80W/90 1 LIT;;1;-1;1
5150;206;16;FLUÍDO PRETO 500ML DOT 3 BOSCH;;1;-1;1
5151;206;16;FLUÍDO FREIO 500 ML DOT 3 BOSCH;;1;-1;1
5152;206;16;OLEO P/ FREIOS 500ML DOT 4;;1;-1;1
5153;206;16;ABRAC. MANGUEIRA 16 MM;;1;-1;1
5154;206;16;COXIM ESCAPAMENTO PASSAT/GOL 70;;1;-1;1
5155;206;16;ROLAMENTO DIANT CARAVAN/DUCATO;;1;-1;1
5156;206;16;ROLAMENTO POLI F;;1;-1;1
5157;206;16;CABO EMBREAG.;;1;-1;1
5158;206;16;PNEU 185 R 14 CHRONO 102/100R;;1;-1;1
5159;206;16;SENSOR POSIÇÃO 4040;;1;-1;1
5160;206;16;SENSOR MAP FIAT/GOL/PARATI16V96;;1;-1;1
5161;206;16;WITHE ESCAPE(VEDA) 68G. SEMA;;1;-1;1
5162;206;16;SERV. ALINHAMENTO COMPUT. CAMIONETE;;1;-1;1
5163;206;16;SERV. BALANC, RODA 13/14;;1;-1;1
5164;206;16;SERV. MECÂNICO;;1;-1;1
5165;206;16;MACACO JOELHO SUPER LIGHT P/650K;;1;-1;1
5166;206;16;CALCO P/ CAMBAGEM;;1;-1;1
5167;263;1;DICLOF DE POTÁSSIO GTS 10 ML;;1;-1;1
5168;206;1;FILTRO DE COMBUSTIVEL G140;;1;-1;1
5169;206;16;RELE AUX BOMBA;;1;-1;1
5170;206;16;TAMPA RESERVATÓRIO RADIADOR;;1;-1;1
5171;206;16;OLEO LUBRIF CASTROL GTX ALTA;;1;-1;1
5172;206;16;SILICONE ALTA TEMP;;1;-1;1
5173;206;16;SILICONE INCOLOR 50G;;1;-1;1
5174;206;16;PAST FREIO P-13NA;;1;-1;1
5175;206;16;PRESILHA PLAST P/FIX CHICOTE 40CM;;1;-1;1
5176;206;16;PRESILHA PLAST P/FIX CHICOTE 20CM;;1;-1;1
5177;206;16;ENGRAXADEIRA CURVA6MM;;1;-1;1
5178;206;16;ENGRAXADEIRA RETA 6MM;;1;-1;1
5179;206;16;TERM P/ BATERIA16MM;;1;-1;1
5180;206;16;ADESIVO REFINADO2203;;1;-1;1
5181;206;16;CABO CAMAN DA EMB PEGOUT PARTNER;;1;-1;1
5182;206;16;BATERIA  ZETTA FREE 70 AMP;;1;-1;1
5183;206;16;OLEO LUBRIF CASTROL GTX ALTA KM 25W60;;1;-1;1
5184;206;16;ADITIVO P/ OLEO MT 3890137;;1;-1;1
5185;206;16;INTERRUPTOR OLEO 7275;;1;-1;1
5186;206;16;COIFA LADO RODA 762059;;1;-1;1
5187;206;16;OLEO LUBRIFICANTE 20W50;;1;-1;1
5188;206;16;LIMPA CONTATO;;1;-1;1
5189;206;16;BOBINA IGNIÇÃO 245104;;1;-1;1
5190;206;16;INTERRUPTOR OLEO BR HO3369;;1;-1;1
5191;206;16;FILTRO OLEO PSL560;;1;-1;1
5192;206;16;FILTRO DE AR AR52668;;1;-1;1
5193;206;16;OLEO LUBRIF CASTROL GTX ALTA KM 25W60;;1;-1;1
5194;206;16;FITA ISOLANTE C/ COLA 10M;;1;-1;1
5195;206;16;LAMPADA FAROL BI-IODO H-4 60/55W;;1;-1;1
5196;206;16;OLEO LUBRIF. CASTROL GTX ALTA KM 25W60;;1;-1;1
5197;206;16;FILTRO OLEO PSL 77;;1;-1;1
5198;206;16;OLEO LUBRIFICANTE ATF TIPO A TOPMAX;;1;-1;1
5199;206;16;JG JUNTA MOTOR 40.406;;1;-1;1
5200;206;16;FECHADURA INF CAPUZ 60855;;1;-1;1
5201;206;16;CABO CAPUZ 81-19;;1;-1;1
5202;206;16;FECHADURA DA PORTA EXT LD 60768;;1;-1;1
5203;206;16;FECHADURA DA PORTA EXT LD 60768;;1;-1;1
5204;206;16;FECHADURA DA PORTA 2PT INT LD 60770;;1;-1;1
5205;206;16;BANDEJA LD 93.290.602C;;1;-1;1
5206;206;16;BRAÇADEIRA P/ MANGOTE 9X13;;1;-1;1
5207;206;16;MANG. P/ INJ ELET;;1;-1;1
5208;206;16;BOBINA IGNIÇÃO BOG 151405;;1;-1;1
5209;206;16;CUBO RODA TRAS C/ ROL HFCT 31;;1;-1;1
5210;206;16;PESTANA EXTERNA LE 60304-4;;1;-1;1
5211;206;16;PESTANA INTERNA LE 60302-0;;1;-1;1
5212;206;16;FLUÍDO FREIO DOT3 500ML BOSCH;;1;-1;1
5213;206;16;PARAF. ROSCA SOBERBA SEXT;;1;-1;1
5214;206;16;FITA ISOLANTE C/ COLA 5M;;1;-1;1
5215;206;16;TERM ENCAIXE 1.5MM;;1;-1;1
5216;206;16;FIO P/ INTALAÇÃO 12 AZUL;;1;-1;1
5217;206;16;OLEO LUBRIF CASTROL GTX 5X;;1;-1;1
5218;206;16;RELE FAROL B 135;;1;-1;1
5219;206;16;PAST FREIO CI2417;;1;-1;1
5220;206;16;OLEO LUBRIF SHELL HELIX 20W50LIT;;1;-1;1
5221;206;16;AMORT DIANTEIRO MP30088;;1;-1;1
5222;206;16;ROLAM DIANT DAC377237;;1;-1;1
5223;206;16;ROLAM DIANT DAC356535;;1;-1;1
5224;206;16;ROLAM TRASEIRO 2TL40570;;1;-1;1
5225;206;16;SAPATA FREIO TRASEIRO 760498;;1;-1;1
5226;206;16;BARRA DIREÇÃO 760498;;1;-1;1
5227;206;16;BUZINA PAQ. BC 135;;1;-1;1
5228;206;16;OLEO LUBRIF SHELL HELIX ALTA KM 25W60;;1;-1;1
5229;206;16;FILTRO OLEO W7 MULTI 3/4;;1;-1;1
5230;206;16;ROLAMENTO DIANTERIO BAC47077;;1;-1;1
5231;206;16;CUBO RODA DIANTERIO HFCD 168;;1;-1;1
5232;206;16;FLUIDO FREIO DOT3 500ML BOCH;;1;-1;1
5233;206;16;TRAMB ALV. 1100.203.000;;1;-1;1
5234;206;16;OLEO LUBRIF CASTROL GTX ALTA KM 25W60;;1;-1;1
5235;206;1;SAPATA FREIO TRASEIRO 761141;;1;-1;1
5236;260;1;APONTADOR P/ LÁPIS(POLEN);;1;-1;1
5237;260;1;BORRACHA BRANCA(POLEN);;1;-1;1
5238;260;1;BORRACHA P/ LÁPIS TINTA AZUL E VERMELHO;;1;-1;1
5239;260;1;CADERNO1/4 BROCHURRA;;1;-1;1
5240;260;1;CADERNO 1/4 BROCHURA;;1;-1;1
5241;260;1;CANETA ESFEROGRÁFICA;;1;-1;1
5242;260;1;CANETA HIDROGRAFICA;;1;-1;1
5243;260;1;CANETA MARCA TEXTO;;1;-1;1
5244;260;1;CARTOLINA;;1;-1;1
5245;260;1;C. D. R. GRAVÁVEL;;1;-1;1
5246;260;1;CLIPS P/ PAPEL 2/0;;1;-1;1
5247;260;1;CLIPS P/ PAPEIS 3/0;;1;-1;1
5248;260;1;CLIPES P/ GIS 6/0;;1;-1;1
5249;260;1;COLA PLÁSTICA BRANCA 40GR;;1;-1;1
5250;260;1;COLA PLÁSTICA EM BASTÃO;;1;-1;1
5251;260;1;EMBORACHADO GRANDE;;1;-1;1
5252;260;1;ENVELOPE EM PAPEL SULFITE;;1;-1;1
5253;260;1;ENVELOPE GRANDE EM PAPEL KAFT;;1;-1;1
5254;260;1;ENVELOPE MÉDIO POUL FROJT;;1;-1;1
5255;260;1;ESTILETE MÉDIO;;1;-1;1
5256;260;1;EXTRATOR DE GRAMPO HÉLIO CORBEX;;1;-1;1
5257;260;1;FITA ADESIVA CREPE 18MM X 50M;;1;-1;1
5258;260;1;FITA ADESIVA CREPE 25 MM X 50M;;1;-1;1
5259;260;1;FITA ADESIVA TRANSPARENTE 50 X  50 15 UN;;1;-1;1
5260;260;1;FITA DECORATIVA CORES VARIADAS;;1;-1;1
5261;260;1;FOLHA DE ISOPOR 10MM;;1;-1;1
5262;260;1;FOLHA DE ISOPOR 15MM;;1;-1;1
5263;260;1;GIZ DE CERA C/ 12 UND;;1;-1;1
5264;260;1;TESOURA ESCOLAR 13 CM;;1;-1;1
5265;260;1;TESOURA P/ PAPEL 20 CM;;1;-1;1
5266;260;1;TINTA P/ TECIDO SANLEX;;1;-1;1
5267;260;1;TINTA GUACHE 15 ML;;1;-1;1
5268;260;1;TINTA P/ TECIDO;;1;-1;1
5269;260;1;TNT LISO;;1;-1;1
5270;260;1;BORRACHA PONTEIRA;;1;-1;1
5271;260;1;PAPEL CHUMBO;;1;-1;1
5272;260;1;PAPEL LINHO;;1;-1;1
5273;260;1;PASTA CLASSIF. C/ ELASTICO;;1;-1;1
5274;260;1;AREIA BRILHANTE DOMEDO;;1;-1;1
5275;260;1;AREIA BRINLHANTE PRATEADA;;1;-1;1
5276;260;1;GRAMPEADOR DE MESA 26/6;;1;-1;1
5277;260;1;GRAMPO P/ GRAMPEADOR;;1;-1;1
5278;260;1;LÁPIS DE COR INTEIRO;;1;-1;1
5279;260;1;LÁPIS PRETO Nº 2;;1;-1;1
5280;260;1;LÍQUIDO CORRETOR DE ESCRITA;;1;-1;1
5281;260;1;LÍQUIDO CORRETOR DE ESCRITA;;1;-1;1
5282;260;1;LIVRO DE ATA C/ 100 FLS;;1;-1;1
5283;260;1;LIVRO DE PROTOCOLO;;1;-1;1
5284;260;1;MASSA DE MODELAR 150 GR;;1;-1;1
5285;260;1;PAPEL CAMURÇA 40X60;;1;-1;1
5286;260;1;PAPEL CELOFONE81 X 100;;1;-1;1
5287;260;1;PAPEL CREPON 0,48X2,00;;1;-1;1
5288;260;1;PAPEL DUPLEX CORES VARIADAS;;1;-1;1
5289;260;1;PAPEL KAFT;;1;-1;1
5290;260;1;PAPEL LAMINADO 45 X 59;;1;-1;1
5291;254;1;FRANGO CONGELADO RESFRIADO DA GRANJA;;1;-1;1
5292;254;1;SARDINHA EM CONSERVA NAVE;;1;-1;1
5293;254;1;CAMISA MALHA PV 66% P 30% INFANTIL;;1;-1;1
5294;254;1;CALÇÃO POLYESTER INFANTIL COM PINTURA;;1;-1;1
5295;254;1;OVOS DE GALINHA;;1;-1;1
5296;254;1;ÓLEO DE SOJA C/ 900ML;;1;-1;1
5297;254;1;PÃO MASSA FINA C/ 50G C/ 10;;1;-1;1
5298;254;1;SALSICHA BOVINA;;1;-1;1
5299;254;1;TOMATE MÉDIO;;1;-1;1
5300;254;1;VINAGRE DE ALCOOL 500ML;;1;-1;1
5301;254;1;ARROZ PARBOLIZADO;;1;-1;1
5302;254;1;ALHO NACIONAL;;1;-1;1
5303;254;1;BISCOITO CREAM CRAKER;;1;-1;1
5304;254;1;BISCOITO DOCE TIPO MARIA;;1;-1;1
5305;254;1;BROA MILHO C/ 10;;1;-1;1
5306;254;1;CARNE BOVINA MOIDA;;1;-1;1
5307;254;1;CARNE SECA TIPO CHARQUE;;1;-1;1
5308;254;1;CENOURA LISA;;1;-1;1
5309;254;1;CHUCHU;;1;-1;1
5310;254;1;COLORIFICO EM PÓ;;1;-1;1
5311;254;1;COMINHO EM PÓ C/ 100G;;1;-1;1
5312;254;1;EXTRATO DE TOMATE;;1;-1;1
5313;254;1;MACARRÃO C/ 500G;;1;-1;1
5314;254;1;MASSA P/ SOPA C/ 500G;;1;-1;1
5315;289;1;PRATO FUNDO;;1;-1;1
5316;289;1;PRATO RASO;;1;-1;1
5317;289;1;PRATO RASO R.002-00;;1;-1;1
5318;289;1;ASSAD. OVAL MED. S/TP;;1;-1;1
5319;289;1;TRAVESSA RET. GDE;;1;-1;1
5320;289;1;"ASSAD; RET. GRD. PREDILETA";;1;-1;1
5321;289;1;ASSAD. RET. GRD. C/ ESP.;;1;-1;1
5322;289;1;ASSAD RET. FDA LAZANHEIRA;;1;-1;1
5323;289;1;CANECA PORC.;;1;-1;1
5324;289;1;PORTA RETRATO;;1;-1;1
5325;289;1;PORTA RETRATO P-15;;1;-1;1
5326;289;1;CONCHA COLOR;;1;-1;1
5327;289;1;COLHER COLOR;;1;-1;1
5328;289;1;ESPATULA VAZADA 9058;;1;-1;1
5329;289;1;ESPATULA COLOR;;1;-1;1
5330;289;1;PAGADOR MASSA COLOR;;1;-1;1
5331;289;1;GARFO MESA;;1;-1;1
5332;289;1;FACA CHURRASCO;;1;-1;1
5333;289;1;FACA DE CHURRASCO 444 LAR;;1;-1;1
5334;289;1;GARFO DE MESA 440 LAR;;1;-1;1
5335;289;1;CADEIRA BISTRÔ SAUIPE;;1;-1;1
5336;289;1;MESA MONOBLOCO BR;;1;-1;1
5337;133;16;CAMISAS EM PV GOLA PÓLO;;1;-1;1
5338;274;1;CAPA P/ CORTE;;1;-1;1
5339;274;1;TELA 16X22;;1;-1;1
5340;274;1;TELA 20X40;;1;-1;1
5341;274;1;TELA 20X30;;1;-1;1
5342;274;1;TINTA P/ TELA;;1;-1;1
5343;274;1;PINCEL Nº 02;;1;-1;1
5344;274;1;PINCEL Nº 04;;1;-1;1
5345;274;1;ETAMINE;;1;-1;1
5346;274;1;TALAGARÇA;;1;-1;1
5347;274;1;LINHA MEADA;;1;-1;1
5348;274;1;AGULHA;;1;-1;1
5349;274;1;LINHA CLEA;;1;-1;1
5350;274;1;AGULHA P/ CROCHÊ;;1;-1;1
5351;274;1;KIT DE BEBÊ;;1;-1;1
5352;274;1;SECADOR;;1;-1;1
5353;274;1;TESOURA;;1;-1;1
5354;274;1;PENTE MÉDIO PCT /02;;1;-1;1
5355;274;1;PENTE GRANDE;;1;-1;1
5356;274;1;ESCOVA PEQUENA;;1;-1;1
5357;274;1;ESCOVA MÉDIA;;1;-1;1
5358;274;1;ESCOVA GRANDE;;1;-1;1
5359;274;1;PRANCHA;;1;-1;1
5360;274;1;TOALHA DE ROSTO;;1;-1;1
5361;274;1;FIXADOR;;1;-1;1
5362;274;1;SPRAY;;1;-1;1
5363;274;1;PINCEL P/ PINTURA;;1;-1;1
5364;274;1;PRENDEDOR PCT C /12;;1;-1;1
5365;274;1;NAVALHA;;1;-1;1
5366;260;1;PINCEL ATÔMICO;;1;-1;1
5367;260;1;PISTELA COLA QUENTE;;1;-1;1
5368;260;1;PISTELA QUENTE PEQUENA;;1;-1;1
5369;260;1;REFIL DE COLA QUENTE FINA;;1;-1;1
5370;260;1;REFIL DE COLA QUENTE GRANDE;;1;-1;1
5371;260;1;REGUA MILIMETRADA 30 CM;;1;-1;1
5372;260;1;TINTA GUACHÊ 15 ML;;1;-1;1
5373;260;1;TINTA P/ TECIDO 37ML;;1;-1;1
5374;133;16;CAMISA EM M. PV COR ESCURA;;1;-1;1
5375;261;1;ACIDO MURIÁTICO 12X1000ML;;1;-1;1
5376;261;1;ÁGUA SANITÁRIA;;1;-1;1
5377;261;1;ALCOOL ETÍLICO;;1;-1;1
5378;261;1;BALDE EM PLÁSTICO;;1;-1;1
5379;261;1;BALDE EM PLÁSTICO 25 LIT;;1;-1;1
5380;261;1;CERA LÍQUIDA;;1;-1;1
5381;261;1;COPO DESCARTÁVEL;;1;-1;1
5382;261;1;COPO DESCARTÁVEL P/ CAFÉ 50 ML;;1;-1;1
5383;261;1;DESIFENTANTE 2L;;1;-1;1
5384;261;1;DESODORIZADOR AMBIENTAL 400ML;;1;-1;1
5385;261;1;DETERGENTE 500ML;;1;-1;1
5386;261;1;ESPONJA DE LÃ DE AÇO;;1;-1;1
5387;261;1;ESPONJA DUPLA FACE;;1;-1;1
5388;261;1;FLANELA P/ LIMPEZA DE ALGODÃO;;1;-1;1
5389;261;1;FOSFORO;;1;-1;1
5390;261;1;GUARDANAPO DE PAPEL;;1;-1;1
5391;261;1;LUVA EM LATEX TAM VARIADAS;;1;-1;1
5392;261;1;LUSTRA MOVEL;;1;-1;1
5393;261;1;PANO DE LIMPEZA EM ALGODÃO;;1;-1;1
5394;261;1;PANO DE PRATO EM ALGODÃO;;1;-1;1
5395;261;1;PAPEL HIGIÊNICO TIPO ESPECIAL;;1;-1;1
5396;261;1;PASTILHA SANITÁRIA;;1;-1;1
5397;261;1;RODO DE BORRACHA;;1;-1;1
5398;261;1;SABÃO EM BARRA PCT;;1;-1;1
5399;261;1;SABÃO DE COCÔ PCT;;1;-1;1
5400;261;1;SABÃO EM PÓ CX;;1;-1;1
5401;261;1;SABONETE 90 G;;1;-1;1
5402;261;1;SACO DE POLIETILENO 30 LT;;1;-1;1
5403;261;1;SACO DE POLIETILENO 60 LT;;1;-1;1
5404;261;1;TOALHA DE PAPEL INTERFOLHADA;;1;-1;1
5405;261;1;VASSOURÃO EM NYLON;;1;-1;1
5406;261;1;VASSOURA DE NYLON;;1;-1;1
5407;261;1;VASSOURINHA P/ SANITÁRIO EM NYLON;;1;-1;1
5408;261;1;DISJUNTOR UNIPOLAR DQ 20A;;1;-1;1
5409;265;1;DISJUNTOR UNIPOLAR DQ 20A DQ 1020;;1;-1;1
5410;265;1;FITA ISOLANTE IMPERIAL 19 MMX10M;;1;-1;1
5411;265;1;BOCAL C/ RABICHO ROS-E-27;;1;-1;1
5412;265;1;KIT ACESSORIO P/ MANGUEIRA;;1;-1;1
5413;265;1;LAMPADA BG 45 127V;;1;-1;1
5414;265;1;LAMPADA BG 127V AZUL;;1;-1;1
5415;265;1;LAMPADA BG 45 VERDE;;1;-1;1
5416;265;1;LAMPADA BG 45   VERMELHO;;1;-1;1
5417;265;1;ABRAÇADEIRA PLAST;;1;-1;1
5418;265;1;TOMADA PROLONGADOR 10A CINZA;;1;-1;1
5419;265;1;CORDÃO TORCIDO;;1;-1;1
5420;265;1;CORDÃO LUMINOSO;;1;-1;1
5421;265;1;CORDÃO LUMINOSO 2F GOLDEN AZUL;;1;-1;1
5422;265;1;LAMPADA FIGURA S/ PISCA;;1;-1;1
5423;265;1;TOMADA PROLONGADA 10 A;;1;-1;1
5424;265;1;RELE FOTOELETRICO RET;;1;-1;1
5425;265;1;BRAÇO BLOIR A FOGO P/LUM PÚBLICA;;1;-1;1
5426;265;1;LUMINÁRIA PÚBLICA P-310;;1;-1;1
5427;265;1;BASE P/ RELE FOTOELET 220V;;1;-1;1
5428;265;1;LAMPADA ELETRONICA;;1;-1;1
5429;265;1;PARAFUSO MAQ CABEÇA;;1;-1;1
5430;187;16;TUBOQUAD. FEMEA 37MM;;1;-1;1
5431;187;1;TUBO MACHO 23MM;;1;-1;1
5432;273;17;CIMENTO C/ 50KG;;1;-1;1
5433;253;1;BOMBA ANADEER 900 125V/60HZ;;1;-1;1
5434;286;3;VASSOURÃO EM NYLON GARY LONG;;1;-1;1
5435;261;1;BANDEJA PLÁSTICA;;1;-1;1
5436;261;1;CORDÃO P/ VARAL EM NYLON 5 METROS;;1;-1;1
5437;261;1;LIXEIRA PLÁSTICA 15 LITROS;;1;-1;1
5438;261;1;ESCOVA DE ROUPA;;1;-1;1
5439;261;1;PÁ COM CABO;;1;-1;1
5440;261;1;PREGADORES P/ ROUPA;;1;-1;1
5441;261;1;ABSORVENTE C/ ABAS;;1;-1;1
5442;261;1;TOALHA DE ROSTO;;1;-1;1
5443;3;2;CLIPS P/ PAPEIS 6/0;;1;-1;1
5444;32;1;COLA PLÁSTICA 1 KG;;1;-1;1
5445;30;1;FITA DECORRATIVA 27X10;;1;-1;1
5446;30;1;PAPEL MICROONDULADO;;1;-1;1
5447;30;1;PAPEL P/ PRESENTE;;1;-1;1
5448;30;1;PAPEL SULFITE A4;;1;-1;1
5449;30;1;PASTA EM CARTOLINA PLÁST C/ ABAS E PLAST;;1;-1;1
5450;30;1;PASTA EM CARTOLINA PLAST. C/ GRAMPO TRIL;;1;-1;1
5451;30;1;PASTA SUSPENSA;;1;-1;1
5452;30;1;PERFURADOR P/ PAPEL;;1;-1;1
5453;30;1;PLÁSTICO 045 X 2 COLORIDO;;1;-1;1
5454;271;1;APONTADOR P/ LÁPIS;;1;-1;1
5455;271;1;APAGADOR DE LOUSA C/ POTE GIZ;;1;-1;1
5456;271;1;REGISTRADOR AZ LOMBADA LARGA;;1;-1;1
5457;271;1;ALMOFADA P/ CARIMBO;;1;-1;1
5458;271;1;CAIXA ARQUIVO EM PLÁSTICO;;1;-1;1
5459;271;1;CANETA ESFEROGRAFICA;;1;-1;1
5460;271;1;CANETA MARCA TEXTO;;1;-1;1
5461;271;1;C.D.R. REGRAVÁVEL;;1;-1;1
5462;271;1;CPLIS 3/0;;1;-1;1
5463;271;1;CLIPS 6/0;;1;-1;1
5464;271;1;COLA PLÁSTICA  BRANCA;;1;-1;1
5465;271;1;STILETE MÉDIO;;1;-1;1
5466;271;1;EXTRATOR MÉDIO;;1;-1;1
5467;271;1;EXTRATOR DE GRAMPO;;1;-1;1
5468;271;1;CD-R REGRAVÁVEL;;1;-1;1
5469;275;13;LAMPAD FIGURA S/ PISCA;;1;-1;1
5470;275;1;CORDÃO LUMINOSO GOLDEN AZUL;;1;-1;1
5471;254;27;SARDINHA AO MOLHO  DE TOMATE;;1;-1;1
5472;184;1;INTERRUPTOR C/ 3 SEÇÕES;;1;-1;1
5473;164;1;PLAFON BRANCO ANBEL;;1;-1;1
5474;164;1;LAMPADA ELETRONICA 25/0;;1;-1;1
5475;164;1;LAMPADA INC.;;1;-1;1
5476;164;1;INTERRUPTOR C/2 SEÇOES;;1;-1;1
5477;164;1;DISJUNTOR ELETRO 1 P 30A;;1;-1;1
5478;164;1;FIO RIGIDO 10 4-0;;1;-1;1
5479;164;1;CORDA SEDA PRIM. TRA 10MIN;;1;-1;1
5480;164;1;ADESIVO BISNAGA 176;;1;-1;1
5481;164;1;TUBO PVP SOLD. 20MM;;1;-1;1
5482;164;1;JOELHO SOLD 20MM;;1;-1;1
5483;164;1;ESPATULA 10;;1;-1;1
5484;164;1;BROCHA REDUÇÃO 3/4 X 1/2;;1;-1;1
5485;164;1;CADEADO PADO 30MM;;1;-1;1
5486;164;1;PORTA CADEADO 2 1/2;;1;-1;1
5487;164;1;MANGUEIRA PE PR PTA 3/4;;1;-1;1
5488;3;2;CLIPS 1/0;;1;-1;1
5489;271;1;CADERNO UNIVERSITÁRIO;;1;-1;1
5490;271;1;CADERNO BROCHURA 40 FLS;;1;-1;1
5491;271;1;BORRACHA BRANCA P/ LÁPIS;;1;-1;1
5492;271;1;GIZ PÁLITO BRANCO;;1;-1;1
5493;271;1;PAPEL SULFITE A2;;1;-1;1
5494;271;1;CLASSIFICADOR AZ;;1;-1;1
5495;253;1;BALANÇA MECÂNICA DE USO PESSOAL;;1;-1;1
5496;263;1;MICONAZOL LOÇÃO 30ML;;1;-1;1
5497;263;2;ALMOTOLIA PLAST. 250;;1;-1;1
5498;263;2;PAPEL ECG;;1;-1;1
5499;263;2;GERMERQUIL GALÃO 5 LIT;;1;-1;1
5500;263;2;ESCOVA GINECOLÓGICA DESC.;;1;-1;1
5501;263;2;FIO DE NYLON 3.0;;1;-1;1
5502;263;2;FIO DE NYLON 4.0;;1;-1;1
5503;263;2;FIO DE NYLON 5.0;;1;-1;1
5504;263;2;FITA ADESIVA CREPADA;;1;-1;1
5505;263;2;SCALP Nº 21 UNID;;1;-1;1
5506;263;2;AGULHA P/ INSULINA;;1;-1;1
5507;263;2;ATAD. CREPOM 10CMX3M;;1;-1;1
5508;263;2;ANESTESICO TÓPICO SUBS. BENZOCAINA;;1;-1;1
5509;263;2;BROCA SHOFU REDONDA;;1;-1;1
5510;263;2;ALGODÃO TIPO ROLETE C/100UNID;;1;-1;1
5511;263;2;TIRAS EM AÇO P/ AMALGAMA 4MM;;1;-1;1
5512;263;2;VERNIZ C/FLURETO DE SODIO FRASSCO;;1;-1;1
5513;263;2;BROCA DIAMANTADA 1015;;1;-1;1
5514;263;2;BROCA DIAMANTADA 1014;;1;-1;1
5515;263;2;TIRA MATRIZ EM POLIESTER;;1;-1;1
5516;263;2;CIMENTO DE HIDROXIDO DE CALCIO;;1;-1;1
5517;263;2;FIO DE SUTURA EM SEDA;;1;-1;1
5518;263;2;LUVA DE PROC. TAM M;;1;-1;1
5519;266;1;LAMPADA ELETRONICA 15W/27V;;1;-1;1
5520;266;1;CABINHO FLEXIVEL 2,5MM;;1;-1;1
